id	label	dataset
1232748920805130242	1	ArCOV-19
1082549254428577792	1	Rumor
967482208947785728	1	Rumor
1293538979782901760	1	covid5K700
973119496411074560	1	Rumor
966526863764963328	1	Rumor
1235533283494109184	1	Covid3s400
967318159396167681	1	Rumor
967443805023727616	1	Rumor
1295236858834821121	1	covid5K700
1290371598969692163	1	covid5K700
961250721021689858	0	Rumor
1243588350038204417	1	Covid3s400
971512448825155587	0	FakeReal
1073704998431805441	1	Rumor
1073702507405369345	1	Rumor
1489584534207315974	1	FakeReal
1244018802167287809	1	Covid3s400
967523538495246337	1	Rumor
1285813297900654592	1	MFH
1230203624887848960	0	ArCOV-19
1507425438859149354	1	FakeReal
1297992419686973441	1	covid5K700
1240554611292934145	1	Covid3s400
1238492926398943234	1	ArCOV-19
1395782488228868100	1	Newid
1454368048375271425	1	FakeReal
1245451810896334849	1	Covid3s400
967457318664318977	1	Rumor
1388168448509886464	0	Newid
967326888740966400	1	Rumor
1073713438633930752	1	Rumor
967421337575854080	1	Rumor
1076481612542590976	1	Rumor
967490058633834501	1	Rumor
965034163610021888	0	Rumor
1082431410047250432	1	Rumor
1266681252859478016	1	MFH
973536307027824641	0	Rumor
1454104999538081794	1	FakeReal
1073720369482211329	1	Rumor
1238432563275980803	1	Covid3s400
1047194527188959232	1	Rumor
1077442897727946752	1	Rumor
1461835440332451842	0	FakeReal
963363815080579072	1	Rumor
954649806110158850	0	Rumor
1079716141906444288	1	Rumor
1501593266030100482	1	FakeReal
959116654746783744	1	Rumor
1081643632430444545	1	Rumor
967503278094331908	1	Rumor
1501504344209997827	1	FakeReal
1227845163436904448	0	ArCOV-19
967402254054633472	1	Rumor
1235231401873756160	0	ArCOV-19
1298576031322902528	1	covid5K700
1081633885836976128	1	Rumor
1372056985382752257	1	FakeReal
1225370252973727744	0	ArCOV-19
973541714899202050	0	Rumor
1327566043901009921	1	FakeReal
1134830597698936832	0	FakeReal
1504163773103362051	1	FakeReal
1165973425963360257	0	FakeReal
1244587677485355008	1	Covid3s400
1238854406763884549	1	Covid3s400
962337937231925248	1	Rumor
1507762418285481986	1	FakeReal
1376281585645973506	1	Newid
1240727391024095233	1	ArCOV-19
1242004861580914688	0	MFH
1240771563496095749	1	ArCOV-19
1504067259127508995	1	FakeReal
966733948163420163	1	Rumor
1234613833542651906	1	MFH
957919681402327040	0	Rumor
1082153970993430528	1	Rumor
1366448896675823618	1	covid5K700
1221738702705254407	0	ArCOV-19
1040957684382683137	0	FakeReal
1054142089620004865	1	Rumor
1229635402832711680	1	ArCOV-19
957523516919869440	1	FakeReal
1082618878583296000	1	Rumor
1245470998859845638	1	Covid3s400
1376329913633021952	1	Newid
967673696755372033	1	Rumor
967426557345136641	1	Rumor
957945678528958464	0	Rumor
967512262247403521	1	Rumor
1234540546733084676	1	Covid3s400
1079721389622472705	1	Rumor
1496877608134492171	1	FakeReal
1240201216799510529	1	covid5K700
1242181989207363592	0	Covid3s400
1230949088855822338	0	ArCOV-19
1239653737171468290	1	ArCOV-19
1071790832553000960	0	FakeReal
1396100861936480260	0	Newid
967446624615260160	1	Rumor
1367180246835990528	0	covid5K700
1250929745048621061	1	Covid3s400
967489070967422976	1	Rumor
1234576483798192130	0	ArCOV-19
967329199118782464	1	Rumor
958085834305101825	0	Rumor
1245090613772640257	1	Covid3s400
1432694923493576706	1	FakeReal
1350869722653483009	1	Newid
1239548911708246017	1	MFH
967030448877600768	1	Rumor
957927576541986816	0	Rumor
1295508001172987907	0	covid5K700
1251856841166008320	1	ArCOV-19
1054133391350792193	1	Rumor
967456789418643456	1	Rumor
1047206122044706816	1	Rumor
1229425154037600256	1	ArCOV-19
1496501655872983045	1	FakeReal
1272619443449999368	1	MFH
1047174623148703744	1	Rumor
1290648537211047938	1	covid5K700
1082665790552375300	1	Rumor
1293180487360319489	1	covid5K700
1367039882481254401	0	covid5K700
1221047150265630720	0	MFH
967150912119721986	1	Rumor
1366785876823597059	0	covid5K700
1319938105110110209	0	FakeReal
1240788449130680320	0	covid5K700
1387545617468166147	1	Newid
1367509403147059200	0	covid5K700
963366687155290112	1	Rumor
957914155809427457	0	Rumor
1244037305234489344	1	ArCOV-19
1252564320854081536	1	ArCOV-19
959882185212866561	1	Rumor
1240899951510650880	0	Covid3s400
1485923630928347137	0	FakeReal
1487524932049375238	1	FakeReal
967452859481710595	1	Rumor
968202971023626240	0	Rumor
1499027553054597121	1	FakeReal
967347738760409088	1	Rumor
964810961315160065	1	Rumor
966749680636977155	1	Rumor
1081273642221211648	1	Rumor
1366126597095493635	0	Newid
1081430091022757890	1	Rumor
967255594716581888	1	Rumor
1253066113006678018	1	ArCOV-19
1241762000960716805	0	ArCOV-19
1294554799963344903	1	covid5K700
1238774056452792320	0	MFH
1496923796506386436	1	FakeReal
1240768250893434881	0	Covid3s400
1367443253843345413	0	covid5K700
980433540130267136	1	Rumor
1251928248881209344	1	ArCOV-19
1082294863096397825	1	Rumor
1366737410944610307	1	covid5K700
967460817519239168	1	Rumor
1238435285542801408	1	Covid3s400
967615759399735296	1	Rumor
967290143886532609	1	Rumor
1367409119376850944	1	covid5K700
1401289064016457728	0	FakeReal
1081883585043406848	1	Rumor
1268873895437840386	0	MFH
1472295580114243587	1	FakeReal
1482416288467202049	1	FakeReal
1366792678147584011	1	covid5K700
1238229347217137664	0	ArCOV-19
1235491353204752385	0	ArCOV-19
1299678188893736961	1	covid5K700
1400926193973661697	1	Newid
1058712074531061760	1	Rumor
1249835196561711106	1	ArCOV-19
1367162834006773761	1	covid5K700
1498461764912099338	1	FakeReal
1422151148279042052	0	FakeReal
1237844420919091203	0	MFH
1501467635988537345	1	FakeReal
1300180417904029696	1	FakeReal
1293135945475264512	1	covid5K700
1252260323723272192	1	ArCOV-19
1079126553542512645	1	Rumor
964798419524112385	1	Rumor
999940334774833152	0	Rumor
1247975810063106054	1	MFH
1244802833544773640	1	MFH
963341778748428288	1	Rumor
1223678308065468417	0	ArCOV-19
1477171934035156992	1	FakeReal
967426338368950273	1	Rumor
1501219765100154883	1	FakeReal
1047188860919275520	1	Rumor
1248724085997211653	0	MFH
967466819727626241	1	Rumor
1293116753812258817	1	covid5K700
962335662677659648	1	Rumor
1394406401020243974	0	Newid
1238592707989311494	1	Covid3s400
967401247950196738	1	Rumor
967051981360713728	1	Rumor
1293130379872931845	1	covid5K700
967515888592281601	1	Rumor
1254174009492738049	1	Covid3s400
1298448464674721796	1	covid5K700
1387927681094782981	1	Newid
967443902151233541	1	Rumor
1289991681773772800	1	covid5K700
1457385080008187909	0	FakeReal
1293281788769587201	1	covid5K700
1289839273680617473	0	covid5K700
1366769391061372932	0	covid5K700
967510250420080641	1	Rumor
1296451660814876674	1	covid5K700
1279663803081211904	1	covid5K700
1017797322753957888	1	Rumor
1250157307889098760	1	ArCOV-19
1288017412584099840	1	covid5K700
1376658107938537477	1	Newid
1367214757418262533	1	covid5K700
1047168111823257600	1	Rumor
1366763538493149189	1	covid5K700
1082352320468398085	1	Rumor
1299414581115342849	1	covid5K700
1079731984509878273	1	Rumor
1290650698149793792	1	covid5K700
1241864322906828806	1	Covid3s400
1504004084222861312	1	FakeReal
967543663365709824	1	Rumor
1396401872576122883	1	Newid
1236747857920765958	1	Covid3s400
967371454001098752	1	Rumor
1235139909024964608	0	ArCOV-19
967421695240949760	1	Rumor
1286328327058395136	1	MFH
957917641171234817	0	Rumor
1230215801849991168	1	ArCOV-19
1491384844555010058	1	FakeReal
965667458316193794	1	Rumor
1396930905453780994	0	Newid
1387902668421701639	0	Newid
1055364216775983104	1	Rumor
1224012870104600579	1	ArCOV-19
1241664761160511488	1	covid5K700
1234497077427789825	0	ArCOV-19
967241030109188098	1	Rumor
1504653820550422532	1	FakeReal
1240601253119512577	1	covid5K700
967524749495717889	1	Rumor
1484875443698376712	1	FakeReal
980769053739384832	1	Rumor
1388514982841757699	1	Newid
1502644679430578177	1	FakeReal
1352257138639269889	1	FakeReal
975060648999596032	0	Rumor
1079365873692012544	1	Rumor
1080584817060835329	1	Rumor
1366770396507308036	0	covid5K700
1503459596072992771	1	FakeReal
1387920455332470792	0	Newid
1073703809183035392	1	Rumor
1236590699744759809	1	ArCOV-19
1079648266365689856	1	Rumor
963367979319726080	1	Rumor
1262586746971324416	0	FakeReal
1502645497307275268	1	FakeReal
1297222199712129025	1	covid5K700
1360321138681925638	0	Newid
980591080340119552	1	Rumor
1505146312156663810	1	FakeReal
1456346049405243395	0	FakeReal
1073707510643732481	1	Rumor
1239874469407215619	1	MFH
1242484758082252803	0	MFH
1504796407244496900	1	FakeReal
1292984157166075905	1	covid5K700
1073717821631356930	1	Rumor
1235305385688522761	0	ArCOV-19
1396518790050033668	1	Newid
1232957636800385024	0	FakeReal
960648997059915776	1	Rumor
1503419751556653062	1	FakeReal
1498954096212156419	1	FakeReal
1047172854377328641	1	Rumor
967451935552008193	1	Rumor
1243503192899563523	1	ArCOV-19
1079302601689178112	1	Rumor
964850652269764610	1	Rumor
1226546892944891906	0	MFH
1241507094873935874	1	covid5K700
1232423645659705349	0	ArCOV-19
966581970070360064	1	Rumor
1073706492170330119	1	Rumor
967422302861299713	1	Rumor
1234238032083083264	1	Covid3s400
1501184072319737856	1	FakeReal
1325152685348171776	1	FakeReal
1292211641367617541	1	covid5K700
1388972294412935168	0	FakeReal
1290345443948470272	1	covid5K700
959115572888965120	1	Rumor
1081318860098281472	1	Rumor
966687724286758913	1	Rumor
967422810267226112	1	Rumor
1488196696777662465	1	FakeReal
957961853530968064	0	Rumor
997829203453186048	0	Rumor
1244042747524403202	1	Covid3s400
1073710625589772288	1	Rumor
1501207933660631042	1	FakeReal
1275523765057794050	0	covid5K700
1295265554786328577	1	covid5K700
967382963687165952	1	Rumor
1365466386974322690	1	Newid
1504163480424701956	1	FakeReal
957993225809252352	0	Rumor
1366797254980476933	0	covid5K700
1079058146646282240	1	Rumor
1284376216565358592	1	MFH
1234513975246716928	1	ArCOV-19
967463930212659200	1	Rumor
1488100280457732099	1	FakeReal
1234629424768782342	0	ArCOV-19
1230441281060507653	0	ArCOV-19
960650131598184449	1	Rumor
973674158918946821	0	Rumor
1242881578352676867	1	Covid3s400
1290941897620561920	1	covid5K700
1240316543650738179	1	Covid3s400
1483458217913069574	0	FakeReal
1079312112202207233	1	Rumor
1236526553141518336	1	ArCOV-19
1368326244656439303	1	Newid
1319189540012199937	1	MFH
967444163779276805	1	Rumor
1296171325380161536	0	covid5K700
967398311228530688	1	Rumor
1225922267953147909	0	ArCOV-19
967466878967992321	1	Rumor
1293502741105369088	0	covid5K700
1305070001246949383	0	FakeReal
967511370811002880	1	Rumor
967505259055763456	1	Rumor
1507390542782636035	1	FakeReal
1241166492466544641	1	Covid3s400
965653577422262275	1	Rumor
1254029772008685568	1	ArCOV-19
1497526397656608773	0	FakeReal
959116269923590144	1	Rumor
1235286375689326594	1	Covid3s400
1395870394331058180	0	Newid
967473651581968384	1	Rumor
1241137688624926720	1	ArCOV-19
1293135522592894982	1	covid5K700
1223999922137112584	0	ArCOV-19
1221815906558447617	0	ArCOV-19
1240304300645126147	1	ArCOV-19
967507813940547584	1	Rumor
1245450717818650625	1	Covid3s400
1478695189191573504	1	FakeReal
967471192977354752	1	Rumor
1241813874875273217	0	ArCOV-19
1237813506222800896	0	ArCOV-19
1502324070980980737	1	FakeReal
1311946941518032897	0	MFH
1239174731494043648	1	Covid3s400
1293268483849977862	1	covid5K700
1231639441929838596	1	ArCOV-19
962335487766810624	1	Rumor
1082547275207970816	1	Rumor
1081874603969073152	1	Rumor
967755995345772544	1	Rumor
960184683328933888	1	Rumor
1073710941345341441	1	Rumor
973822662152736768	0	Rumor
1054134551533023233	1	Rumor
1238430847323328512	0	MFH
1407270688965025793	0	FakeReal
1501278740638310406	1	FakeReal
1368541449860636679	0	Newid
967336239622959104	1	Rumor
967450005287178242	1	Rumor
969117020943015938	0	Rumor
967101956551569408	1	Rumor
962337360489926656	1	Rumor
1375146889583206406	1	FakeReal
1081883085879345152	1	Rumor
965631640054661126	1	Rumor
1243501514632593409	1	ArCOV-19
960644272285470720	1	Rumor
1073715280944226304	1	Rumor
1223003170722537472	1	ArCOV-19
1082400887916634112	1	Rumor
1232770594074169345	1	ArCOV-19
959881465810079744	1	Rumor
1368513627104411651	1	Newid
1367132385293332490	1	covid5K700
1374805717920718849	1	FakeReal
1504163085942083590	1	FakeReal
1079274814723055616	1	Rumor
1238977546382905346	0	ArCOV-19
1073704525041672192	1	Rumor
1047172775692197888	1	Rumor
1239267490821259264	1	Covid3s400
1501883062078038019	1	FakeReal
1501233600825540612	1	FakeReal
1232378524075466753	1	ArCOV-19
1260447095464566784	1	covid5K700
1244913168452857862	1	Covid3s400
1081595123241283584	1	Rumor
1268874607706210304	1	MFH
1047174591599325185	1	Rumor
1489982214628597763	1	FakeReal
1081609504247242752	1	Rumor
967414009384271872	1	Rumor
958008086782005249	0	Rumor
967309541661728769	1	Rumor
967288702023208960	1	Rumor
1242843832238198785	1	Covid3s400
1367168663346958337	0	covid5K700
1248705893522460672	1	ArCOV-19
1278092087209209857	1	MFH
1293121521897046017	1	covid5K700
1293887254155464705	1	covid5K700
1251586753246494721	1	ArCOV-19
1255634719896674305	1	Covid3s400
959881605585231872	1	Rumor
961686900355534848	0	Rumor
1245462200053006337	1	Covid3s400
1501580792778170372	1	FakeReal
1490928528849874944	1	FakeReal
967538138188042241	1	Rumor
966687137948192768	1	Rumor
1015723557563793408	1	Rumor
1400915846193717252	0	Newid
1416732457634832394	1	FakeReal
1236401841291898882	1	Covid3s400
957924984474697728	0	Rumor
1082616983479373824	1	Rumor
1396867390030426115	1	Newid
1292393615222874112	1	covid5K700
1496965722500743168	1	FakeReal
1233137834812485638	1	MFH
1284012812054999040	1	covid5K700
1244523881697816576	1	MFH
1293186867257421827	0	covid5K700
1223925284933722112	0	ArCOV-19
1293481404827873280	1	covid5K700
967451525223239683	1	Rumor
963348980624224256	1	Rumor
1389916403915018240	1	Newid
1246213733120172040	1	ArCOV-19
962333759386288128	1	Rumor
967487934353027073	1	Rumor
963561059650101248	1	Rumor
1349362898213236736	1	Newid
1396049149422878722	0	Newid
1255908306104856582	0	FakeReal
1235298427292053504	0	ArCOV-19
1293713751405977601	1	covid5K700
1307028321360924675	0	FakeReal
1367457635029647365	1	covid5K700
1253768097292484608	1	covid5K700
1227996165590986752	0	ArCOV-19
980495559881523200	1	Rumor
1367073965206888448	1	covid5K700
1295091807899062273	1	covid5K700
1229497478338293760	1	ArCOV-19
957929962182512640	0	Rumor
1347058831717773316	0	FakeReal
1238226688808550406	0	ArCOV-19
1364333392150560771	1	Newid
1367198018861170696	1	covid5K700
967415205859938305	1	Rumor
966685774044418048	1	Rumor
1080885197963444224	1	Rumor
1079117815569883138	1	Rumor
1238226794458894343	0	ArCOV-19
1081527864451887105	1	Rumor
967458175380283394	1	Rumor
1293186972752650250	1	covid5K700
1079717564257878017	1	Rumor
959113922933592066	1	Rumor
1047169616575959042	1	Rumor
1238223812476403712	0	ArCOV-19
1236076513918926858	1	ArCOV-19
1318113737115656196	0	FakeReal
957930901228457984	0	Rumor
1502034485260570629	1	FakeReal
973589941123932160	0	Rumor
967473110885785602	1	Rumor
967321306969661440	1	Rumor
1366207813404545034	1	covid5K700
1395885757965930497	1	Newid
1081880247233069057	1	Rumor
1366387325618577411	1	covid5K700
1502314199984259081	1	FakeReal
1252811268085313537	1	covid5K700
1367361680699703296	1	covid5K700
1246515839639134211	0	MFH
1371367174061879297	0	Newid
1501603736199647236	1	FakeReal
1505145013017190402	1	FakeReal
973563785842757635	0	Rumor
1289528696051826689	1	covid5K700
1242477307324821505	1	covid5K700
1346471649541935107	1	FakeReal
1232960613598494721	1	ArCOV-19
1367371146585382913	0	covid5K700
1239695441199071232	1	Covid3s400
1244011139501088769	1	Covid3s400
1269612083429195781	0	MFH
959885134462881795	1	Rumor
966359393821450240	1	Rumor
1346512667511500801	0	FakeReal
1450961635808530439	1	FakeReal
1047169848005070848	1	Rumor
1295107886046208000	1	covid5K700
963365443699343360	1	Rumor
1485886568816644097	1	FakeReal
1421201229422764042	0	FakeReal
1503313261420294145	1	FakeReal
1507261842804072449	1	FakeReal
1491884014248108034	0	FakeReal
967388017802477569	1	Rumor
1338939649209868288	1	FakeReal
1367126230496137219	1	covid5K700
1249818601223315458	1	Covid3s400
1367469985774370816	0	Newid
1241687883746103298	1	Covid3s400
1504029706806571009	1	FakeReal
1367142615435661313	1	covid5K700
1500376702018596864	1	FakeReal
1243596019071438850	0	ArCOV-19
1366774655332286467	1	covid5K700
1231692768273223687	1	ArCOV-19
1487944394045112320	1	FakeReal
1293239196782649344	1	covid5K700
967650468427128832	1	Rumor
1390095824122695680	0	FakeReal
967476799977459717	1	Rumor
1295003794527473666	1	covid5K700
1286580862495203328	1	covid5K700
1366129314132094985	0	Newid
1387327346122838016	0	Newid
969268304501145601	0	Rumor
1078578305362788353	1	Rumor
1054139538950512642	1	Rumor
1294331835258941442	1	covid5K700
1366131784681988096	0	Newid
1079734845746671617	1	Rumor
1362910678177226755	0	FakeReal
967547288158646275	1	Rumor
1249784867908472832	1	ArCOV-19
1326983391627997184	1	FakeReal
963345918266363905	1	Rumor
1237491610155454464	0	ArCOV-19
1081674723254247425	1	Rumor
1079090200859590656	1	Rumor
1255635638197653510	1	Covid3s400
1503809640748171264	1	FakeReal
1275249842244194305	1	covid5K700
967380002374324225	1	Rumor
1304161925874540544	1	FakeReal
1500424899994738692	1	FakeReal
1476275340045606919	0	FakeReal
967471121581953024	1	Rumor
980470830940524544	1	Rumor
962336280272089088	1	Rumor
967452795174576130	1	Rumor
1480750498244599814	1	FakeReal
1241850621885546496	0	covid5K700
963401179278520321	1	Rumor
1293125050401513472	1	covid5K700
997539599793770503	0	Rumor
1082028604442202115	1	Rumor
1079784222620073985	1	Rumor
966970247164186625	1	Rumor
967398428773896192	1	Rumor
1367182582962659335	1	covid5K700
1054130785366740992	1	Rumor
966921376505348098	1	Rumor
967721527683805189	1	Rumor
1054132261002584071	1	Rumor
1233356776571113473	1	ArCOV-19
1488268004165042178	1	FakeReal
1081564635894042627	1	Rumor
1496186351158501381	1	FakeReal
1079511947551408128	1	Rumor
1293639377038573571	1	covid5K700
1504094304570073093	1	FakeReal
1073720056067092480	1	Rumor
1367107632528556035	0	covid5K700
1293472676535828482	1	covid5K700
1295322187277246464	1	covid5K700
1223719155251261440	0	ArCOV-19
1482627498647207936	1	FakeReal
962604837723656196	1	Rumor
1238095415096020993	1	ArCOV-19
1224259318100504576	1	ArCOV-19
1081642142580293633	1	Rumor
1076490276171141120	1	Rumor
1290250500277972993	1	covid5K700
1367453910441558022	0	covid5K700
967384810892267521	1	Rumor
1262266548049383424	1	MFH
968228607482126336	0	Rumor
1290315399763034116	1	covid5K700
1396258848206381065	0	Newid
1504763877069832195	1	FakeReal
1239641493515710465	1	covid5K700
1054694959364915200	1	Rumor
966778121562349570	1	Rumor
955160090910380032	1	Rumor
1505089077988761601	1	FakeReal
1225070714941661185	0	ArCOV-19
967889553267871744	0	Rumor
1076856548004122624	1	Rumor
967407123608080384	1	Rumor
1245462627343613954	1	Covid3s400
1503294884127649796	1	FakeReal
1251594451824279554	1	ArCOV-19
967306394234949632	1	Rumor
1274416876676960256	0	MFH
967439618198196224	1	Rumor
1081197988486230017	1	Rumor
1235694141620850691	1	ArCOV-19
1249525785976848386	1	Covid3s400
967299150315442177	1	Rumor
1501623085753061379	1	FakeReal
1245026674015637504	1	Covid3s400
1246879513000148993	1	ArCOV-19
1366144435122286592	0	Newid
1244014161761382402	1	Covid3s400
1236289425895837697	1	Covid3s400
967505969382133763	1	Rumor
856817230981582849	0	FakeReal
1312349966728335360	0	MFH
1490693436760018945	1	FakeReal
1505090494082207745	1	FakeReal
961314571964338176	0	Rumor
1073699401607069697	1	Rumor
1239823222025093120	1	Covid3s400
1432768953319841792	1	FakeReal
967168244456087552	1	Rumor
968109709558472707	0	Rumor
995007578768887808	0	Rumor
1503700617948188673	1	FakeReal
1504798984036130816	1	FakeReal
1496875051441926145	1	FakeReal
1236794459838279680	1	Covid3s400
967448669116084225	1	Rumor
1255615004625289216	1	covid5K700
1361808706950885378	1	Newid
967447902397390853	1	Rumor
1082364716322820096	1	Rumor
1047199499888861184	1	Rumor
967505098413879297	1	Rumor
1504857662483312642	1	FakeReal
1369419085805682694	1	Newid
1504021237584039939	1	FakeReal
1245023904814583808	1	ArCOV-19
967409021627064320	1	Rumor
1292840915728572418	1	covid5K700
1054140788370743296	1	Rumor
967440366378070017	1	Rumor
963434311167987712	1	Rumor
975055910660911104	0	Rumor
1501495934122926084	1	FakeReal
1242867821480235010	1	Covid3s400
1410533331515682818	1	FakeReal
1245460230424727552	1	Covid3s400
1504056654786088965	1	FakeReal
967020516316995584	1	Rumor
1249763975878905859	1	ArCOV-19
1366868473746440193	0	Newid
1286274732174782465	0	MFH
1366125579649626113	0	Newid
1079012939560935424	1	Rumor
999730053213601792	0	Rumor
1073700702806007813	1	Rumor
957928889283641344	0	Rumor
1274679995391184897	1	MFH
1241927277740462081	1	covid5K700
1300102548205035522	1	covid5K700
957912485671075840	0	Rumor
965802924914946048	1	Rumor
967431241183133698	1	Rumor
1235599256389652491	1	ArCOV-19
1238958163539492869	0	ArCOV-19
964764493875204098	1	Rumor
1047204491169284096	1	Rumor
1487503685580206086	1	FakeReal
1082331919319212034	0	Rumor
1226496699495014400	1	ArCOV-19
962335678758572038	1	Rumor
1384513842932289540	0	FakeReal
959115135737573376	1	Rumor
1498571660764807170	1	FakeReal
1272459950053306368	1	MFH
966726349439275009	1	Rumor
1242866347450814464	1	Covid3s400
1081939444729593860	1	Rumor
1079404521296678912	1	Rumor
1015666322624143360	1	Rumor
967519461703118848	1	Rumor
963792251322331136	1	Rumor
1229716437075447809	1	ArCOV-19
1223292381916803072	0	ArCOV-19
1367977867712233472	1	Newid
1058695378617462785	1	Rumor
1376274812771913728	0	Newid
1242444461633871872	0	Covid3s400
1235480839607259136	0	ArCOV-19
